content_id,content_type,category,word_count,content_age_days,author_type,has_schema,internal_link_count,external_link_count,organic_clicks,organic_impressions,ctr,average_position,keyword_count,ranking_keywords,backlinks,domain_authority,sessions,bounce_rate,avg_session_duration,conversions,clicks_7d,clicks_30d,impressions_7d,impressions_30d,position_7d,position_30d,trend_direction,trend_pct,future_clicks,future_position,is_declining_label
CF-000000,blog,travel,933,221,brand,False,28,6,2,50,0.04,62.09616219944408,8,8,48,31.777687766794855,6,0.4104960315204442,81.20724610814389,0,2,10,38,116,60.0,64.0,down,-0.16128515298360738,11,66.0,1
CF-000001,guide,health,486,242,in_house,False,20,6,73,342,0.2134502923976608,17.24914931664373,10,9,62,37.240544106421694,392,0.20257024404965074,101.14972919124833,3,75,401,332,1389,13.0,25.0,down,-0.16576923124585075,331,26.0,1
CF-000002,guide,technology,728,322,freelance,False,18,14,29,805,0.03602484472049689,79.35263302788971,6,5,58,43.260705684667386,110,0.24366078647946265,89.57892442624077,1,28,138,728,3947,80.0,80.0,up,0.18126388945826438,117,80.0,1
CF-000003,product_page,technology,658,319,freelance,True,24,1,25,203,0.12315270935960591,39.910863432819,10,8,65,51.26710859689399,63,0.47264695922855393,140.64277411707585,0,21,82,180,645,38.0,32.0,down,-0.18398903768023106,86,26.0,1
CF-000004,product_page,travel,554,131,agency,True,18,3,138,1059,0.13031161473087818,24.965249430363635,8,8,80,58.11229048662891,1038,0.49141567922921986,207.35355641989185,4,142,490,1154,4791,25.0,34.0,up,0.1053787731926904,362,36.0,1
CF-000005,news,travel,860,332,in_house,True,19,2,12,95,0.12631578947368421,33.598752084868735,5,4,95,84.41981965622793,56,0.5003049244401274,72.45018830899318,0,6,18,84,320,35.0,25.0,up,0.1703329946627807,21,18.0,0
CF-000006,blog,travel,120,124,in_house,True,26,7,8,183,0.04371584699453552,70.62167487491885,5,5,79,57.8195039273475,26,0.3091573833168387,108.6365278180408,0,7,38,136,664,71.0,67.0,up,0.10680743959782528,42,63.0,0
CF-000007,guide,technology,755,218,in_house,True,25,4,9,50,0.18,31.7423999941436,12,11,78,54.163996188870115,44,0.4392160795447787,84.49823845454418,0,6,23,30,105,31.0,28.0,up,0.15059102127403926,18,23.0,1
CF-000008,landing_page,travel,822,212,freelance,False,30,9,47,308,0.1525974025974026,20.182635601240417,9,5,65,39.96392443046315,228,0.4770283568956737,123.45265841772154,2,27,121,334,1817,19.0,19.0,down,-0.004716232105256596,107,21.0,1
CF-000009,blog,technology,442,42,in_house,True,22,3,82,393,0.20865139949109415,30.346355767927562,8,7,79,57.813731301525046,273,0.5084333678763832,126.85516027142901,4,68,217,300,1284,28.0,35.0,up,0.019836670211080334,159,39.0,1
CF-000010,product_page,technology,1303,61,agency,False,23,1,55,337,0.1632047477744807,26.762456181748206,10,6,85,67.52840841116328,405,0.16356576802814987,94.63601325362745,2,59,311,356,1665,35.0,44.0,down,-0.20241186661648797,275,38.0,1
CF-000011,news,health,671,537,in_house,False,23,9,80,330,0.24242424242424243,24.32699956688108,13,9,74,48.18259725201675,408,0.3727819221827615,119.44780482093472,5,77,231,178,977,22.0,17.0,down,-0.16572919726428034,231,16.0,1
CF-000012,guide,travel,778,37,agency,False,25,5,547,2826,0.1935598018400566,31.718558182679427,5,7,71,43.6389015199001,1349,0.5679570316446574,104.04175250383722,15,547,1901,2734,8960,27.0,28.0,up,-0.003824965971193292,1769,34.0,1
CF-000013,guide,travel,672,239,brand,False,14,5,10,403,0.02481389578163772,80.0,7,6,65,51.46996138352497,56,0.38675599655747117,74.21066352551208,0,6,24,256,1269,76.0,61.0,down,-0.10126515134703859,24,63.0,1
CF-000014,guide,education,825,272,in_house,True,14,7,208,1010,0.20594059405940593,23.169680064590523,5,6,72,68.1152631447874,718,0.5195088156291459,255.92957876794748,7,124,549,901,3426,22.0,29.0,up,0.13902486632815111,608,26.0,0
CF-000015,guide,education,1242,171,in_house,False,19,7,56,471,0.11889596602972399,41.44200725277045,8,7,65,32.82731411336215,367,0.4161848955865296,143.6278268995811,1,61,310,399,2132,39.0,43.0,up,0.16701194098889396,360,46.0,0
CF-000016,product_page,health,1591,287,agency,False,14,4,2,50,0.04,71.40669703512411,10,9,71,64.73024729236721,7,0.4266495065039924,43.463612063293354,0,1,4,46,173,76.0,70.0,up,-0.14710700438388458,3,71.0,1
CF-000017,blog,ecommerce,1073,232,agency,False,14,3,15,245,0.061224489795918366,53.28411269744802,18,15,76,53.983494075783575,90,0.5488218996795787,150.3240260893228,0,15,58,197,1050,50.0,53.0,down,-0.1269476079240622,74,42.0,1
CF-000018,news,technology,1176,40,brand,False,20,5,51,777,0.06563706563706563,40.57892027956678,13,12,58,34.379424984535135,271,0.7004167367017184,191.65811086649674,0,35,180,768,2505,39.0,41.0,down,-0.05493314677261095,201,48.0,1
CF-000019,product_page,education,1364,265,freelance,False,20,2,45,186,0.24193548387096775,21.450834449361565,14,11,59,39.38825437091055,283,0.602368874119414,227.7489957119563,1,44,167,111,427,29.0,32.0,up,0.0438908218223701,138,25.0,1
CF-000020,product_page,health,924,92,agency,False,15,3,29,1378,0.02104499274310595,80.0,5,7,65,48.24598141408739,229,0.44075360066803365,189.87421485272205,1,20,100,1264,4525,78.0,77.0,down,-0.1218825115791861,91,73.0,1
CF-000021,landing_page,ecommerce,1321,458,agency,True,18,8,25,1507,0.0165892501658925,80.0,10,7,60,32.997236931859305,114,0.3873411797929029,203.91848313295645,1,17,77,1500,5361,78.0,70.0,up,-0.002651836701618185,64,58.0,1
CF-000022,blog,education,1087,248,brand,True,16,5,165,3880,0.04252577319587629,62.36101497382704,7,14,73,63.248206856206465,1308,0.3007356407208275,281.9564471602246,8,131,664,3308,9979,59.0,64.0,down,-0.10620098646671529,598,53.0,1
CF-000023,news,ecommerce,893,67,in_house,True,19,6,28,306,0.0915032679738562,48.00078442057,13,14,72,54.61591186071623,146,0.5803711810818833,102.61648390963325,1,27,84,296,1340,46.0,44.0,up,0.12991268284365134,71,41.0,1
CF-000024,guide,education,955,234,freelance,False,14,10,24,261,0.09195402298850575,42.75130206049623,9,11,54,22.65708028218196,110,0.28131074310823245,82.20504586564246,1,14,68,131,399,42.0,37.0,down,-0.08251387208977007,71,26.0,1
CF-000025,guide,technology,303,32,in_house,True,14,3,11,120,0.09166666666666666,32.6682296914172,12,14,82,53.69724989207674,53,0.3801454263673105,167.03235800961627,0,11,56,124,429,29.0,35.0,down,-0.1716096269498935,63,33.0,1
CF-000026,product_page,finance,937,221,in_house,False,21,6,114,1398,0.0815450643776824,39.02738998990492,9,5,58,45.59990765557011,794,0.35361167903120205,174.44474753135833,6,78,408,1425,4810,41.0,28.0,down,-0.11933185140246312,418,35.0,1
CF-000027,news,travel,386,143,freelance,True,15,3,114,814,0.14004914004914004,23.770523028460175,9,9,71,49.00288774589584,882,0.5193348807701451,170.45254773628483,1,67,206,637,2130,24.0,30.0,up,0.021176192547471828,169,22.0,1
CF-000028,product_page,travel,362,47,freelance,False,20,12,98,504,0.19444444444444445,22.089531716844547,10,13,68,53.991629172782766,518,0.4177914417028664,135.1856965241956,3,92,468,546,2522,16.0,10.0,down,-0.1162199714342874,491,16.0,1
CF-000029,product_page,technology,907,45,agency,False,19,6,11,59,0.1864406779661017,26.530996883714764,4,8,66,46.52706041378419,37,0.7008785596208564,174.67074377751538,0,10,47,34,113,24.0,17.0,down,-0.2591938695815409,40,8.0,1
CF-000030,product_page,ecommerce,515,569,freelance,True,19,3,50,364,0.13736263736263737,24.43327707285266,10,12,57,49.82668958349553,230,0.31787597475193613,60.50097271184731,1,26,79,260,1367,27.0,37.0,down,-0.11502419853512899,85,34.0,1
CF-000031,landing_page,technology,847,194,brand,True,24,2,6,61,0.09836065573770492,39.43161964452496,8,7,61,33.94969999973083,45,0.4426677932562862,180.5099690314636,0,3,10,61,334,37.0,39.0,down,0.025403081516727877,7,31.0,1
CF-000032,blog,education,891,110,brand,False,27,7,51,259,0.1969111969111969,31.157637509026223,9,5,74,65.84190322056271,271,0.40820603037679715,122.5298770316705,3,32,131,184,870,37.0,30.0,down,-0.20645592393268278,121,22.0,1
CF-000033,product_page,technology,904,83,brand,True,19,5,175,2106,0.08309591642924977,36.83488942008212,6,5,73,52.695874733752525,993,0.29599460297363,135.83349770725584,1,91,351,2264,11560,38.0,37.0,down,-0.08128182287761086,390,38.0,1
CF-000034,news,health,578,255,brand,True,31,5,33,255,0.12941176470588237,27.055076415841114,11,11,61,26.47746918138356,141,0.26889973408598467,102.76013724168001,0,20,99,259,959,26.0,23.0,down,0.0023154810274477466,96,19.0,1
CF-000035,blog,ecommerce,1119,77,brand,False,15,5,22,616,0.03571428571428571,80.0,8,8,73,53.205246946007044,68,0.4200114203295876,117.5837277247834,1,11,35,498,2246,76.0,79.0,down,-0.17562909351852676,27,75.0,1
CF-000036,news,travel,823,7,in_house,False,19,6,3,51,0.058823529411764705,60.65061281052853,9,7,32,17.095759807845212,12,0.5756360860405676,74.99152575286325,0,2,9,29,119,57.0,52.0,down,-0.15012874847918314,7,48.0,1
CF-000037,news,ecommerce,982,174,in_house,False,15,14,427,1771,0.24110671936758893,37.38499809313348,14,14,40,20.138201096779834,1108,0.5209587802677846,53.21486121038838,27,452,1978,1523,8350,36.0,24.0,up,0.17207535872274574,1878,18.0,0
CF-000038,landing_page,ecommerce,491,173,agency,True,17,4,134,891,0.15039281705948374,32.77181160649559,4,8,86,66.04804141921012,424,0.3836949155253286,131.82314598326363,4,99,331,676,2228,39.0,36.0,up,0.10560998594145794,414,37.0,0
CF-000039,guide,education,796,113,in_house,False,15,8,126,1236,0.10194174757281553,41.20367412028361,8,4,71,65.10801614760797,473,0.22108655840023334,134.82723323824135,7,73,400,691,2380,38.0,31.0,up,0.10223849923904765,408,23.0,1
CF-000040,blog,health,1179,37,brand,False,23,6,70,386,0.18134715025906736,35.31329977695894,5,5,67,40.50966206265417,323,0.13060073273292816,188.40191963332956,4,62,283,389,1877,38.0,34.0,up,0.09893713851053901,228,27.0,1
CF-000041,guide,education,1141,117,in_house,False,22,3,247,2784,0.08872126436781609,54.68802430504175,7,9,68,50.73479502924434,1011,0.5733426559957235,96.52270232558482,14,200,1038,1947,7227,46.0,38.0,up,0.12569235046139915,883,46.0,1
CF-000042,guide,travel,610,104,freelance,False,16,4,44,245,0.17959183673469387,15.127657968531313,6,5,73,48.62653640172536,331,0.3731367528336179,143.9593510246681,2,28,105,188,610,22.0,20.0,up,-0.08379564685841433,107,11.0,1
CF-000043,landing_page,education,686,82,brand,False,21,4,19,190,0.1,38.903859032127684,7,10,59,40.85758285467795,132,0.4857334590776483,131.18348170356214,0,11,55,151,466,44.0,46.0,down,-0.08919819147378455,71,46.0,0
CF-000044,blog,ecommerce,553,224,in_house,True,29,7,13,138,0.09420289855072464,29.72477455322028,8,9,58,30.508725510902945,43,0.430051181523708,167.96170014821752,0,10,48,93,424,37.0,33.0,down,-0.05256348702822418,35,31.0,1
CF-000045,news,technology,653,536,in_house,True,20,4,42,376,0.11170212765957446,52.537782665377776,7,8,51,23.352757192102523,223,0.42152744275998766,138.01991358914043,1,41,149,246,1132,46.0,48.0,up,0.13148037275016086,124,49.0,1
CF-000046,product_page,travel,430,393,freelance,False,29,2,11,58,0.1896551724137931,23.477669906701582,9,10,71,57.05017779240977,73,0.6271729486385946,61.2111074837604,0,7,28,46,200,27.0,23.0,up,0.011240701442283105,22,29.0,1
CF-000047,news,education,808,490,brand,False,16,4,20,85,0.23529411764705882,17.229133327424858,8,10,65,38.51207521513056,119,0.6134554905038903,35.12921049938929,1,22,82,83,333,14.0,5.0,up,0.02915509237207585,89,1.0,1
CF-000048,guide,technology,1039,89,brand,False,19,4,16,120,0.13333333333333333,14.282923271505307,8,6,48,17.411336858703354,121,0.37888288982650553,216.07722602202733,0,12,39,126,390,20.0,15.0,up,0.1349186079285091,45,12.0,0
CF-000049,guide,education,614,447,agency,True,22,4,139,989,0.14054600606673406,33.697678945969564,11,11,57,39.139277051916956,784,0.5107872014484115,143.27927551003572,1,79,361,662,3026,32.0,35.0,up,0.10848288525155475,398,31.0,0
CF-000050,guide,technology,822,216,brand,False,18,3,40,215,0.18604651162790697,21.91077020412986,11,6,58,39.11008441199144,274,0.4185017099104149,186.12746449831494,0,30,154,192,828,22.0,23.0,up,0.09026563815362763,130,16.0,1
CF-000051,blog,education,783,337,freelance,False,23,8,17,191,0.08900523560209424,26.090831449285314,1,2,82,81.34633815821479,37,0.5086147647620418,25.52587180235018,1,12,54,181,708,20.0,22.0,up,-0.06458695978594998,39,17.0,1
CF-000052,landing_page,ecommerce,1166,253,in_house,True,17,3,6,81,0.07407407407407407,41.07487453793844,5,2,55,35.70395878172618,40,0.549486368267182,235.52481844219807,0,5,27,81,326,40.0,39.0,down,-0.16671559186364313,24,39.0,1
CF-000053,product_page,technology,666,125,freelance,False,18,1,131,1049,0.12488083889418494,34.48970442190126,7,9,60,46.79868805399045,445,0.4392430232997018,126.81808693893134,9,137,672,933,3003,31.0,25.0,down,-0.19853409657832644,708,22.0,1
CF-000054,product_page,ecommerce,677,295,agency,False,21,3,148,878,0.16856492027334852,21.795886710813072,4,6,72,47.13748581458658,743,0.4230665038107999,193.75733574573465,5,110,469,514,1596,24.0,25.0,down,-0.19418596120604714,359,15.0,1
CF-000055,blog,technology,596,257,freelance,True,19,5,125,1472,0.08491847826086957,46.7836945080411,10,9,58,44.15025174603548,552,0.3814059036811164,258.7423731975608,4,69,341,1526,8086,53.0,55.0,down,-0.20446427806762035,389,58.0,1
CF-000056,product_page,travel,508,7,agency,True,24,6,521,3503,0.14872966029117898,40.51149299261135,6,6,58,35.8616263231742,1328,0.16378151125275087,177.0841341841524,14,436,1786,3618,15008,31.0,28.0,down,-0.19179283521158835,1442,30.0,1
CF-000057,blog,education,1008,160,freelance,True,29,4,7,79,0.08860759493670886,49.91578443601547,7,6,72,45.82148734459506,24,0.6137058992585518,99.95746832583897,0,7,38,77,349,47.0,51.0,up,0.16971954874728729,27,41.0,1
CF-000058,guide,finance,809,319,brand,True,22,6,3,50,0.06,61.30284736196766,5,7,65,32.61327315252317,12,0.26875910189462326,187.90903936795056,0,2,10,28,152,60.0,58.0,down,-0.15635635272737267,11,58.0,1
CF-000059,guide,finance,866,224,in_house,False,19,4,15,105,0.14285714285714285,15.4200899912768,2,7,77,54.02783922667764,70,0.3391258382736704,25.0,0,9,42,69,366,11.0,11.0,down,-0.21389543623275667,37,8.0,1
CF-000060,news,health,1232,255,in_house,False,16,4,75,369,0.2032520325203252,37.09623129113639,9,8,62,43.284335403709214,304,0.6413123488824801,179.12366371612228,2,43,178,295,1407,38.0,33.0,down,-0.14256994218465036,194,25.0,1
CF-000061,guide,health,1249,59,agency,False,22,3,59,360,0.1638888888888889,28.471556477652825,10,8,48,31.805771383409827,463,0.15288892214861333,175.47888615910074,1,60,215,385,1322,35.0,32.0,down,-0.21943682471336745,233,25.0,1
CF-000062,landing_page,technology,356,220,brand,False,14,7,25,197,0.12690355329949238,24.899708699029638,6,5,76,56.70769211436444,194,0.4907793705123805,25.0,1,17,79,103,344,29.0,37.0,up,0.059035707795667795,99,34.0,0
CF-000063,news,health,1044,164,in_house,False,16,6,25,195,0.1282051282051282,31.187015327441173,6,7,64,48.609387544429666,157,0.5035405309699601,71.72690204100506,1,16,54,154,553,17.0,17.0,up,0.008785930703639908,69,19.0,0
CF-000064,product_page,finance,917,147,in_house,True,19,2,34,246,0.13821138211382114,32.26711851054599,6,6,67,37.534499133831666,79,0.41176106768994886,152.81568810281033,2,24,108,245,1315,36.0,41.0,up,0.030189123776375754,92,40.0,1
CF-000065,landing_page,technology,711,71,freelance,True,22,2,251,1367,0.18361375274323335,44.3720983952376,9,9,73,59.767066181265,1051,0.3372694209713568,112.72922162765967,8,146,648,936,3372,37.0,38.0,down,-0.11174649177056403,760,33.0,1
CF-000066,news,finance,948,326,freelance,True,24,6,11,774,0.014211886304909561,80.0,10,8,56,45.77092088396509,28,0.5291911947329909,126.2120873063076,0,10,39,397,2154,80.0,80.0,down,0.007102142373297926,46,80.0,1
CF-000067,landing_page,technology,332,235,freelance,True,24,4,20,97,0.20618556701030927,19.101139001398032,14,11,73,55.639213571737116,156,0.41251050390259086,41.362201591168684,0,13,55,102,548,20.0,12.0,down,-0.16561497785608445,55,12.0,1
CF-000068,blog,education,1288,219,brand,True,11,10,32,200,0.16,32.498054685541284,10,8,63,32.504588881684505,168,0.5370451588062597,153.06117532660454,1,27,102,141,761,36.0,28.0,up,0.1540605482389193,107,21.0,1
CF-000069,product_page,education,1004,508,in_house,False,21,6,30,294,0.10204081632653061,51.470551027683115,4,7,67,40.50038280054453,238,0.36271607686005647,151.38440770187196,1,18,99,255,983,54.0,45.0,down,-0.06476529732091478,128,42.0,1
CF-000070,guide,health,590,255,agency,True,15,6,6,384,0.015625,80.0,2,3,70,53.98911373181251,19,0.5333351161278701,113.9132862440002,0,4,19,400,1466,80.0,80.0,down,-0.2420274913037161,16,69.0,1
CF-000071,blog,education,674,372,freelance,True,27,7,166,991,0.16750756811301715,33.58989874168862,6,7,61,40.21601427619183,1326,0.4912319735076025,145.7595018008213,10,169,600,538,2175,30.0,31.0,down,0.0224820625581309,443,24.0,1
CF-000072,product_page,health,339,223,brand,True,28,2,288,1867,0.1542581681842528,21.375487205918482,10,12,59,36.880633675095424,1948,0.2994263117479288,53.753880755646904,12,303,1486,971,4338,25.0,20.0,up,0.1060115966346617,1266,22.0,1
CF-000073,blog,education,755,123,agency,False,20,4,42,2169,0.019363762102351315,80.0,10,8,81,59.544449448922876,237,0.4235402541710126,204.94595492562917,1,40,197,1557,4890,80.0,80.0,up,0.12932280267567925,187,68.0,1
CF-000074,guide,finance,705,10,agency,True,28,4,77,318,0.24213836477987422,32.017666730680325,10,9,79,61.93129216221173,481,0.589143069387974,93.04254852219344,3,51,186,198,863,38.0,41.0,down,-0.10392965030882331,194,43.0,1
CF-000075,product_page,finance,452,218,in_house,False,18,5,116,1098,0.10564663023679417,42.34061422608294,6,8,58,44.85161888387719,467,0.4255774237168665,162.2150476539076,6,118,479,897,4023,51.0,47.0,down,-0.12573195818199256,552,45.0,1
CF-000076,landing_page,ecommerce,1083,7,brand,True,20,5,14,522,0.02681992337164751,80.0,8,12,41,21.209559221025106,68,0.6311186273457579,53.77555443669917,0,8,25,274,1446,75.0,75.0,down,-0.07866152619252409,21,80.0,1
CF-000077,landing_page,finance,1233,223,freelance,True,30,5,4,65,0.06153846153846154,60.65396884018488,7,6,86,60.04645364160029,19,0.4955591256605075,108.98613710272437,0,3,9,39,159,61.0,60.0,down,0.06672638420306751,7,63.0,1
CF-000078,product_page,ecommerce,841,230,in_house,True,19,6,37,202,0.18316831683168316,28.12362910907467,6,4,40,12.564967682298374,226,0.2071331343129277,80.14427809216991,0,31,103,196,1028,26.0,24.0,down,-0.1469378741854377,113,22.0,1
CF-000079,guide,health,758,145,agency,True,27,3,50,241,0.2074688796680498,20.318460648965953,6,8,60,45.74598365858028,379,0.5837764006905725,235.48502519406028,3,25,85,218,730,23.0,23.0,down,-0.034278679001038925,96,16.0,1
CF-000080,news,health,980,165,freelance,True,17,3,26,294,0.08843537414965986,20.950086127283587,7,7,85,65.30857085408995,125,0.24222155996246694,35.828475458569,2,18,84,311,1354,15.0,19.0,up,0.16468072459705532,81,18.0,1
CF-000081,product_page,health,844,7,brand,True,24,6,1,54,0.018518518518518517,80.0,12,10,51,33.07448173953023,2,0.38815936602620416,109.57381212357694,0,1,5,58,290,75.0,80.0,down,-0.07372682170456625,4,74.0,1
CF-000082,blog,ecommerce,525,401,in_house,False,26,10,35,155,0.22580645161290322,36.345306591566,3,3,71,53.36082047802229,194,0.44213936541226867,25.0,0,25,93,78,268,36.0,31.0,up,0.06265873284792889,76,27.0,1
CF-000083,news,technology,654,126,in_house,True,28,14,10,158,0.06329113924050633,58.25816307318098,6,7,50,23.541479321723237,69,0.2649063403882873,159.96880463377767,0,7,24,102,309,60.0,61.0,down,-0.19592937125722987,23,66.0,1
CF-000084,guide,ecommerce,761,24,brand,True,18,8,328,1326,0.2473604826546003,43.28627487614004,9,7,58,37.55929101525218,2287,0.28147269724729335,47.76977131452645,9,328,1037,1314,4328,34.0,31.0,up,0.12914371994339227,1129,26.0,0
